Clinic,street1,street2,city,state,zip,county,phone,website,lat,lon,treatment
"Garima Pokhrel,NP","8551 Rixlew Lane, Suite 140",NA,Manassas,VA,20109,MANASSAS CITY,703-361-4357,,38.7711,-77.5017,BUPREN
"Gelila Tesfaye,NP",353 Falls Drive NW,NA,Abingdon,VA,24210,FAIRFAX,800-805-6989,,38.82,-77.2422,BUPREN
"GerleneMoniaSherard,NP",5507 Bankstown Lane,NA,North Chesterfield,VA,23237,CHESTERFIELD,203-507-5653,,37.407,-77.4898,BUPREN
GilesClinic,219 Buchanan St,NA,Pearisburg,VA,24134,,540-921-3502,http://www.chcnrv.org,37.32314964,-80.72290726,HC
GilesHighSchoolService,1825 Wenonah Ave,NA,Pearisburg,VA,24134,,540-824-2194,,37.32671748,-80.70449087,HC
"GiovanniPascalPierre,NP",4445 Corporation Lane,STE 264,Virginia Beach,VA,23462,,720-637-5809,,36.847,-76.1264,BUPREN
GoochlandPowhatanCommunityServices,3910 Old Buckingham Road,NA,Powhatan,VA,23139,Powhatan,804-598-2200,http://www.gpcsb.org,37.5446087,-77.9191114,MH
GoochlandPowhatanCommunityServices,3058 River Road West,NA,Goochland,VA,23063,Goochland,804-556-5400,http://www.gpcsb.org,37.6917162,-77.8838438,MH
GPWHealthCenter -,17739 Main St STE 130,NA,Dumfries,VA,22026,,703-680-7950,http://www.gpwhealthcenter.org,38.56730914,-77.32616807,HC
GPWHealthCenter -,9705 Liberia Ave STE 201,NA,Manassas,VA,20110,,703-680-7950,http://www.GPWHealthCenter.com,38.74599455,-77.44865123,HC
GPWHealthCenter -,3350 Commission Ct,NA,Woodbridge,VA,22192,,703-680-7950,,38.68695469,-77.31350016,HC
GreaterFultonMedical,1718 Williamsburg Rd,NA,Richmond,VA,23231,,804-780-0840,,37.51517971,-77.39355094,HC
Greensville/EmporiaCounseling,1101 Greensville County Circle,NA,Emporia,VA,23847,Emporia City,434-348-8900,http://www.d19csb.com/,36.7365062,-77.5145289,MH
"GustafAndersSylvester-Johnson,NP",2017 S. Jefferson Street,2nd Floor,Roanoke,VA,24014,ROANOKE CITY,540-981-8139,,37.2503,-79.9447,BUPREN
HallmarkYouthcare,12800 West Creek Parkway,NA,Henrico,VA,23238,Henrico,804-784-2200,http://www.hallmarkyouthcare.org/,37.6108894,-77.6674969,MH
HAMHDSWoodmanCenter,10299 Woodman Rd,NA,Glen Allen,VA,23060,,804-649-2119 x264,,37.65416365,-77.49460853,HC
HamptonRoadsClinic,2712 Washington Avenue,NA,Newport News,VA,23607,,757 240-5223,,36.979239,-76.431147,OTP
HamptonRoads -KinglseyLn,"155 Kingsley Ln, Ste 320",NA,Norfolk,VA,23505,,757-393-6363,http://www.hrchc.org,36.89861114,-76.28219591,HC
HanoverCountyCommServicesBoard,12300 Washington Highway,NA,Ashland,VA,23005,Hanover,804-365-4222,http://www.hanovercounty.gov/,37.7441924,-77.4704383,MH
HanoverCountyCommunityServiceBoard,8475 Bell Creek Road,NA,Mechanicsville,VA,23116,Hanover,804-365-4222,http://www.hanovercounty.gov,37.6393593,-77.3549422,MH
HarborPointBehavioralHealthCenter,301 Fort Lane,NA,Portsmouth,VA,23704,Portsmouth City,757-393-0061,http://harborpointbhc.com,36.8404739,-76.3077329,MH
Harrisonburg/Rockingham,1241 North Main Street,NA,Harrisonburg,VA,22802,Rockingham,540-434-1941,http://www.hrcsb.org/,38.4621078,-78.853398,MH
HAYSICLINIC,162 Medical Center Blvd,NA,Haysi,VA,24256,,276-865-5121,,37.200678,-82.29520812,HC
HCHCAdministrativeOffice,124 Newman Ave,NA,Harrisonburg,VA,22801,,540-433-4913,,38.44767235,-78.86727945,HC
HCHCElkton,800 Shenandoah Ave STE 170,NA,Elkton,VA,22827,,540-298-9900,,38.41642898,-78.6235921,HC
HCHCParkView,1479 Virginia Ave,NA,Harrisonburg,VA,22802,,540-433-4913,,38.47563132,-78.87199736,HC
HCHCStonePort,1380 Little Sorrell Dr STE 100,NA,Harrisonburg,VA,22801,,540-433-4913,,38.41414494,-78.86646012,HC
HealthCentersOfThe,30 S Main St,NA,Chatham,VA,24531,,434-432-4443,,36.82514611,-79.39824125,HC
HealthConnectAmerica,485 Hillsdale Drive,Suite 306,Charlottesville,VA,22901,Albemarle,434-326-1200,http://www.healthconnectamerica.com,38.0677681,-78.481462,MH
HealthConnectAmerica,35 Southgate Court,Unit 101,Harrisonburg,VA,22801,Harrisonburg City,540-440-7027,http://www.healthconnectamerica.com,38.4120303,-78.8989196,MH
HealthConnectAmerica,5695 King Centre Drive,Suite B-101,Alexandria,VA,22315,Fairfax,703-680-9527,http://healthconnectamerica.com,38.7693853,-77.1327368,MH
HealthConnectAmerica,6 Pidgeon Hill Drive,Suite 200,Sterling,VA,20165,Loudoun,703-994-4809,http://www.healthconnectamerica.com,39.0373216,-77.4127297,MH
HealthConnectAmerica,616 Park Avenue NW,NA,Norton,VA,24273,Norton City,276-644-7690,http://www.healthconnectamerica.com,36.9345826,-82.6275906,MH
"HeatherBerlinRichardson,PA","1064 Laskin Road, Suite 14C  Virginia Beach VA 23451",Suite 100,Virginia Beach,VA,23451,VIRGINIA BEACH CITY,757-233-1500,,36.8323,-76.1558,BUPREN
"HeatherMurraySaunders, ",5060 Valley View Blvd,NA,Roanoke,VA,24012,ROANOKE CITY,540-362-0360,,37.2502,-79.9443,BUPREN
HendersonHealthServices,1500 N Lombardy St,NA,Richmond,VA,23220,,804-780-0840,,37.56088619,-77.44990499,HC
HenricoAreaMentalHealth,3908 Nine Mile Rd,NA,Richmond,VA,23223,,804-649-2119,,37.54116793,-77.3808589,HC
HenricoAreaMentalHealthAnd,3908 9 Mile Road,NA,Richmond,VA,23223,Richmond City,804-727-8515,http://henrico.us/mhds,37.5417505,-77.380599,MH
HenricoAreaMentalHealthAnd,9403 Pocahontas Trail,Suite A,Providence Forge,VA,23140,New Kent,804-727-8970,http://henrico.us/mhds/,37.4409097,-77.0349131,MH
"HenryPriceViers,NP",5626 Patriot Drive,NA,Wise,VA,24293,WISE,276-328-8850,,36.9687,-82.549,BUPREN
"Henry Vega, ",20110 Inverness Way,NA,Bristol,VA,24202,BRISTOL CITY,276-623-7446,,36.661,-82.0501,BUPREN
"HermanAlphaGarrett,Jr.,MD",14212 Jeffries Place,NA,Midlothian,VA,23114,CHESTERFIELD,804-379-5485,,37.4771,-77.662,BUPREN
HighlandCommunityServices,383 Baugh Lane,NA,Abingdon,VA,24210,Washington,276-525-4361,http://highlandscsb.org,36.728555,-81.9480619,MH
HighlandMedicalCenter,240 Myers Moon Rd,NA,Monterey,VA,24465,,540-468-6400,,38.40683928,-79.57799586,HC
HIGHLANDMEDICALCENTER,120 Jackson River Rd,NA,Monterey,VA,24465,,540-468-6400,http://www.ourhmc.org,38.41046214,-79.58046064,HC
HighlandsCommunityServices/Outpt,610 Campus Drive,Suite 100,Abingdon,VA,24210,Washington,276-525-1550,http://www.highlandscsb.org,36.7107789,-81.9919142,MH
"HillaryGraceWhonder-Genus, ",5060 Valley View Boulevard,NA,Roanoke,VA,24012,ROANOKE,540-278-1051,,37.3091,-79.97,BUPREN
"Hiralben Patel,NP","9306 Steve Street, Manassas Park, VA, 20111",NA,Manassas,VA,20111,WARREN,540-548-2960,,38.7574,-77.4287,BUPREN
HOLSTONFAMILYHEALTH,306 S Shady Ave,NA,Damascus,VA,24236,,276-475-5116,,36.63350357,-81.7889027,HC
HorizonBehavioralHealth,226 Union Boulevard,NA,Appomattox,VA,24522,Appomattox,434-477-5000,http://www.horizonbh.org/,37.3658151,-78.8338781,MH
HorizonBehavioralHealth,37 Village Highway,NA,Rustburg,VA,24588,Campbell,434-477-5000,http://www.horizonbh.org,37.2693621,-79.1110577,MH
HorizonBehavioralHealth,2235 Landover Place,NA,Lynchburg,VA,24501,Lynchburg City,434-948-4831,http://www.horizonbh.org,37.411151,-79.1742968,MH
HorizonBehavioralHealth,2215 Langhorne Road,NA,Lynchburg,VA,24501,Lynchburg City,434-948-4831,http://www.horizonbh.org,37.4125946,-79.1749534,MH
HorizonBehavioralHealth,1409 Ole Dominion Boulevard,NA,Bedford,VA,24523,Bedford City,540-586-5429,http://www.horizonbh.org,37.336584,-79.4958445,MH
"HorizonHealthServices,",8314 Main St,NA,Ivor,VA,23866,,757-859-5015,,36.9056452,-76.89716558,HC
HorizonPharmacy,328 W Main St,NA,Waverly,VA,23890,,804-429-8602,,37.03586439,-77.09571895,HC
HorizonWellnessCenterAt,120 West Commerce Street,NA,Amherst,VA,24521,Amherst,434-946-2316,http://www.horizonbh.org/,37.5773347,-79.0377996,MH
"HowardJosephHeinze, ",Horizon Wellness Treatment Center,2225A Langhorne Rd,Lynchburg,VA,24501,,434-477-5000,,37.4127,-79.1742,BUPREN
HughesCenterForExceptionalChildren,1601 Franklin Turnpike,NA,Danville,VA,24540,Danville City,434-836-8500 x1010,http://thehughescenter.com,36.644956,-79.404537,MH
"Humayun Kabir, ",OCEAN PSYCHIATRIC GROUP,"596 Lynnhaven Parkway, Suite 100.",virginia beach,VA,23452,,757-802-4500,,36.8275,-76.0665,BUPREN
HurleyFamilyHealthCenter,10279 Hurley Rd,NA,Hurley,VA,24620,,276-566-4675,,37.42210911,-82.02085234,HC
"HuyAnthonyTran, ",102 Pawpaw Place,NA,Yorktown,VA,23693,YORK,757-777-4907,,37.1099,-76.4066,BUPREN
"IanChristopherGiles,MD",17068 Lankford Highway,NA,Eastville,VA,23347,NORTHAMPTON,757-331-1086,,37.3493,-75.939,BUPREN
InovaKellarCenter,11204 Waples Mill Road,NA,Fairfax,VA,22030,Fairfax,703-218-8500,http://www.inova.org/healthcare-services/inova-kellar-center/index.jsp,38.8588219,-77.3323527,MH
IntegratedHealthServicesLLC,2 Eaton Street,Suite 1103,Hampton,VA,23669,Hampton City,757-838-1894,http://www.ihsva.com,37.0256757,-76.34114,MH
"IrinaFoxBrennan, ",4320 Seminary Road,NA,Alexandria,VA,22304,,703-504-3065,,38.8223,-77.105,BUPREN
"IvonneFabiolaNieves,NP",1201 Broad Rock Blvd (Bldg 119),NA,Richmond,VA,23249,RICHMOND CITY,804-675-5000,,37.498,-77.4668,BUPREN
IvorDentalCenter,8579 Ivor Rd,NA,Ivor,VA,23866,,757-859-9070,,36.90104177,-76.90449816,HC
IvorMedicalCenter,8575 Ivor Rd,NA,Ivor,VA,23866,,757-859-6161,,36.90118518,-76.90422289,HC
JacksonFeildHomes,546 Walnut Grove Drive,NA,Jarratt,VA,23867,Greensville,434-634-3217 x3002,http://www.jacksonfeild.org,36.8400898,-77.5499513,MH
"JacquelineAnnWilliams,NP",1700 Front Street,NA,Richmond,VA,23222,RICHMOND CITY,804-625-1954,,37.5679,-77.4127,BUPREN
"JamesELowe,PA",411 W. Riverside Drive,NA,Covington,VA,24018,,540-965-9274,,37.7918,-79.9981,BUPREN
"JamesMichealPonder, ",100 Fairview Drive,NA,Franklin,VA,23851,,757-562-2158,,36.692,-76.9376,BUPREN
JAMESRIVERDENTALCLINIC,239 Trojan Rd,NA,Madison Heights,VA,24572,,434-847-4691,http://www.jhcvirginia.org,37.45569946,-79.11451282,HC
"James Thompson, ",548 Blue Ridge Avenue,NA,Bedford,VA,24523,BEDFORD,540-586-4723,,37.336,-79.5329,BUPREN
"Jamica Hughes,NP",7806 Forest Hill Avenue,NA,Richmond,VA,23225,,804-424-1799,,37.5343,-77.54,BUPREN
"Jamica Hughes,NP",8220 Meadowbridge Road,"Building 1, Suite 310",Mechanicsville,VA,23116,RICHMOND CITY,804-417-0120,,37.6278,-77.3871,BUPREN
"JamieDeresaHall,DNP",2042 Highway 16,NA,Marion,VA,24354,SMYTH,276-783-1200,,36.8195,-81.471,BUPREN
"JamieKateDiamond,NP",297 Independence BLVD Suite 126,NA,Virginia Beach,VA,23462,,757-385-0511,,36.8448,-76.1416,BUPREN
"JamunaDanduRaju, ",611 South Carlin Spring Road,Suite 501,Arlington,VA,22204,ARLINGTON,703-861-8722,,38.8594,-77.1264,BUPREN
"JanetBabyWurie,NP",10520 Judicial DR,10520 Judicial Dr,Fairfax,VA,22030,FAIRFAX,703-246-4461,,38.8443,-77.311,BUPREN
"JaneYiHwang,NP",8953 Brewer Creek Place,NA,Manassas,VA,20109,PRINCE WILLIAM,919-845-8435,,38.7624,-77.5508,BUPREN
"JaniceAdelaideMcDonald,MD",Radical Recovery Treatment Center,9321 Sloane Street,Norfolk,VA,23503,VIRGINIA BEACH CITY,757-534-5544,,36.9463,-76.2594,BUPREN
"JasmineJayStauffer,PA",Central Virginia Family Physicians,2215 Landover Pl,Lynchburg,VA,24501,BEDFORD,434-947-3944,,37.3375,-79.5327,BUPREN
"JeanBarrettDevaney,NP",320 Westside Station Drive,NA,Winchester,VA,2260,,,,39.1903,-78.1947,BUPREN
"JeanneMPryor,NP",107 S 5th Street,NA,Richmond,VA,23219,RICHMOND CITY,804-819-4186,,37.5391,-77.4407,BUPREN
"JeffreyJasonKatra,MD","115 Witton Court, Suite 9",NA,Charlottesville,VA,22903,,570-690-4186,,38.0192,-78.4993,BUPREN
"JenniferHollyTurner, ",266 Flint Hill Road,NA,Rocky Mount,VA,24151,FRANKLIN,540-354-9181,,37.0527,-79.8333,BUPREN
"JenniferJansonCooke, ","4854 Haygood Road, Suite 101",NA,Virginia Beach,VA,23455,VIRGINIA BEACH CITY,757-468-0550,,36.8712,-76.1458,BUPREN
"JenniferKathleenCurran,NP",101 N Lynnhaven Rd,Ste 100,Virginia Beach,VA,23452,,833-570-4329,,36.8394,-76.0692,BUPREN
"JenniferLynnJohnson,PA",Community Health Center of the NRV,215 Roanoke Street,Christiansburg,VA,24073,ROANOKE,540-381-0820,,37.2661,-79.9396,BUPREN
"Jenny Cole,NP",1520 Slate Creek Road,Suite 201,Grundy,VA,24614,BUCHANAN,276-242-2001,,37.2849,-82.0678,BUPREN
"Jerusalem Walker,NP",700 University City Boulevard,NA,Blacksburg,VA,24060,MONTGOMERY,540-961-8300,,37.233,-80.4312,BUPREN
"JessicaRayanneJaney,NP",Potomac Behavioral & Occupational Therapy,249 Henderson Avenue,Cumberland,MD,21502,ALLEGANY,240-362-7444,,38.8559,-77.0513,BUPREN
"JessicaSpencerGillispie, ",Avenues to Wellness,16 Walnut Avenue SW,Roanoke,VA,24016,ROANOKE CITY,540-345-6468,,37.2611,-79.9424,BUPREN
"JessicaSpencerGillispie, ",16 Walnut Ave SW,NA,Roanoke,VA,24016,ROANOKE CITY,540-345-6468,,37.2939,-79.998,BUPREN
"JimmyL.Cooper, ",3001 Churchland Boulevard,NA,Chesapeake,VA,23321,CHESAPEAKE CITY,757-977-9675,,36.8655,-76.4019,BUPREN
"JoAnnaJaneWade,NP",767 Madison Road,Suite 107,Culpeper,VA,22701,CULPEPER,540-827-4272,,38.4565,-78.0177,BUPREN
"JoanNicolePalmerini, ",12702 Turberville Court,NA,Herndon,VA,20171,FAIRFAX,703-909-7130,,38.9104,-77.388,BUPREN
"JodyBryanBentley,DO",96 15th Street NW,Suite 111,Norton,VA,24273,NORTON CITY,276-439-1871,,36.9318,-82.643,BUPREN
"JodyLeeAnderson,NP",4038 Thomas Jefferson Hwy,3300 Rivermont Avenue,Arrington,VA,22922,CHARLOTTE,434-263-4000,,37.111,-78.645,BUPREN
"JohnJamesHurley,MD",501 N 2nd St #100,NA,Richmond,VA,23219,,1-804-628-6777,,37.5465,-77.438,BUPREN
"JohnMSheridan,III",565 Waterloo Drive,NA,Lexington,VA,24450,ROCKBRIDGE,540-460-1449,,37.8666,-79.574,BUPREN
"JohnsonAdeniyiKomolafe,NP",25 SOUTH QUAKER LANE,SUIT 35,ALEXANDRIA,VA,22314,ALEXANDRIA CITY,571-257-4398,,38.8073,-77.0878,BUPREN
JohnsonHealthCenter,148 Elon Rd,NA,Madison Heights,VA,24572,,434-929-1400,,37.46724943,-79.12124232,HC
JohnsonHealthCenter -,2402 Atherholt Rd,NA,Lynchburg,VA,24501,,434-455-3275,http://www.jhcvirginia.org,37.40931049,-79.17516059,HC
JOHNSONHEALTHCENTER,320 Federal St,NA,Lynchburg,VA,24504,,434-947-5967,,37.41619719,-79.15168338,HC
"JonathanRobertNogueira, ",Carilion Clinic,1906 Belleview Avenue SE,Roanoke,VA,24014,,540-846-9517,,37.2513,-79.9417,BUPREN
JonesvilleFamilyHealth,276 Fieldstone Dr,NA,Jonesville,VA,24263,,276-546-5310,,36.72192704,-83.1127798,HC
"Joseph Lang, ",6379 Center Drive,NA,Norfolk,VA,23502,,757-467-4200,,36.847,-76.1844,BUPREN
"JoshuaAdamMullins,NP",300 Valley St NE,NA,Abingdon,VA,24210,WASHINGTON,606-213-4184,,36.7142,-81.9671,BUPREN
"JoyeBKimbrell,NP",113 Eagle Ridge Lane,NA,Bristol,VA,24202,BRISTOL CITY,276-701-6360,,36.6678,-82.1214,BUPREN
"Juanita Parker,NP",1728 Virginia Beach Boulevard,Suite 113,Virginia Beach,VA,23454,VIRGINIA BEACH CITY,757-437-0411,,36.8439,-76.0232,BUPREN
"Juliette Montauk,NP",Danville-Pittsylvania Community Services,245 Hairston Street,Danville,VA,24540,DANVILLE CITY,434-799-0456,,36.5971,-79.4163,BUPREN
"JungMKim,NP",6408 Seven Corners Place,Suite C,Fairfax,VA,22044,FAIRFAX,703-532-1909,,38.8711,-77.1586,BUPREN
"Kali Tichenor,NP",315 W 10th Street STE B,NA,Front Royal,VA,22630,WARREN,,,38.9311,-78.2003,BUPREN
"KarenLynnLester,NP",754 East Main St.,NA,Lebanon,VA,24266,RUSSELL,276-415-9600,,36.9022,-82.0646,BUPREN
"KarenOwusuAgyare,NP",7288 Hanover Green Drive,NA,Mechanicsville,VA,23111,PRINCE WILLIAM,571-212-1676,,37.6043,-77.3757,BUPREN
"KatherineVirginiaWarzinski,NP",Groups Recover Together,"410 Rosedale Court, Suite 110",Warrenton,VA,20186,WARREN,540-743-4548,,38.7179,-77.7827,BUPREN
"KathleenDianaDiPasqualeSeelig,MD",180 E. Belt Boulevard,NA,Richmond,VA,23224,RICHMOND CITY,804-292-3011,,37.5058,-77.4817,BUPREN
"KathleenHessAnderson, ",The Right Path Treatment Center,101 North Lynnhaven Road,Virginia Beach,VA,23452,VIRGINIA BEACH CITY,757-321-0795,,36.8395,-76.0692,BUPREN
"KathrynReneeDurbin, ",2251 Valley Ave,NA,Winchester,VA,22601,,540-278-2228,,39.1613,-78.1859,BUPREN
"KathyRosserTierney,NP",107 South Fifth Street,NA,Richmond,VA,23219,RICHMOND CITY,804-343-7668,,37.5391,-77.4407,BUPREN
"KatiaYvetteHall,NP",2010 Old Greenbrier Rd.,Suite J,Chesapeake,VA,23320,CHESAPEAKE CITY,757-413-5444,,36.7934,-76.2337,BUPREN
"Katina Fletcher,NP",101 Buford Rd Ste 201,NA,chesterfield,VA,23235,CHESTERFIELD,804-248-3926,,37.4993,-77.5449,BUPREN
"Katina Fletcher,NP",6767 Forest Hill Avenue,NA,Richmond,VA,23225,,804-320-1395,,37.5372,-77.5188,BUPREN
"KatrinaDianeEdwards,NP",203 Gray Commons Circle Suite 110,NA,Johnson City,TN,37615,WASHINGTON,833-371-0509,,36.7127,-81.9955,BUPREN
"KeishaQ.James,NP",4907 Fitzhugh Avenue,NA,Richmpond,VA,23230,CHESTERFIELD,804-464-8340,,37.367,-77.3143,BUPREN
"KeithA.Henry,NP",2306 Plank Road,NA,Fredericksburg,VA,22401,DANVILLE CITY,540-785-9900,,38.2959,-77.4986,BUPREN
"KelleyK.Prado,PA",21 E. Bellfonte Avenue,NA,Alexandria,VA,22301,,877-522-1275,,38.8226,-77.0617,BUPREN
"KellyChristinaOwens,NP",Hampton VA Medical Center,100 Emancipation Drive,Hampton,VA,23667,HAMPTON CITY,757-722-9961,,37.0148,-76.3322,BUPREN
KempsvilleCenterForBehavioralHlth,860 Kempsville Road,NA,Norfolk,VA,23502,Norfolk City,757-461-4565,http://kempsvillecbh.com/,36.853049,-76.1896491,MH
KENBRIDGEELEMENTARYSCHOOL,215 Nottoway Falls Rd,NA,Kenbridge,VA,23944,,434-676-2053,http://www.sdhsinc.com,36.9674311,-78.12265146,HC
"KennethWilliamWaller,MD",VAMC Hampton,100 Emancipation Drive,Hampton,VA,23667,HAMPTON CITY,727-722-9961,,37.0148,-76.3322,BUPREN
"KermitLeeDugger,NP",809 Lamont Street,Building 160,Mountain Home,TN,37684,WASHINGTON,423-926-1171,,36.7109,-81.9937,BUPREN
"KerriMoniqueBennett,NP",216 Hospital Avenue,NA,Marion,VA,24354,SMYTH,276-783-8185,,36.8352,-81.5139,BUPREN
"KevinDeanStocker, ",UVA OB/GYN Culpeper Suite 103,541 Sunset lane,Culpeper,VA,22701,CULPEPER,540-321-3002,,38.473,-77.9963,BUPREN
"KimberlyAnnOlinger,NP",301 falls drive,NA,Abingdon,VA,24210,SMYTH,276-783-9514,,36.7122,-81.9943,BUPREN
"KimberlyLeannKaminer,MD",710 Kanawah Run,NA,Yorktown,VA,23693,YORK,757-240-4946,,37.1081,-76.4108,BUPREN
"KimberlyLeannKaminer,MD",2208 Executive Drive,Suite E,Hampton,VA,23666,,757-280-3578,,37.0509,-76.3973,BUPREN
KiptopekeDental,24023 Fairview Rd,NA,Cape Charles,VA,23310,,757-414-0400 x1210,,37.25359526,-75.97180523,HC
KONNAROCKFAMILYHEALTH,20471 Azen Rd,NA,Damascus,VA,24236,,276-388-3431,,36.66495771,-81.63591654,HC
"KossiPierreEklou,NP",8680 Hospital Way,NA,Manassas,VA,20110,PRINCE WILLIAM,703-369-8464,,38.7663,-77.4887,BUPREN
"KristaMARIEGrimmett,PA",825 Diligence Drive Suite 206 and 100-B,NA,Newport News,VA,23606,,757-310-6900,,37.085,-76.4628,BUPREN
"KristenBarlowSchnurman, ",5000 New Point Road,Suite 3201,Williamsburg,VA,23188,YORK,757-645-3558,,37.3091,-76.7527,BUPREN
"KristinaEvetteCooper,NP",100 7th Street,NA,Portsmouth,VA,36688,ISLE OF WIGHT,866-284-4648,,36.8294,-76.3042,BUPREN
KuumbaCommunityHealthAnd,3716 Melrose Ave NW,NA,Roanoke,VA,24017,,540-362-1788,http://www.newhorizonshealthcare.org,37.29406418,-79.9977272,HC
"Lakeisha Keneti,NP",2470 Pruden Boulevard,NA,Suffolk,VA,23434,SUFFOLK CITY,757-922-8048,,36.763,-76.5922,BUPREN
"LancieN/ALokis, ",2700 London Boulevard,NA,Portsmouth,VA,23320,,757-673-6452,,36.8374,-76.3344,BUPREN
"LatoyaMichelleBonney, ",3311 Circle Brook Drive,apt f,roanoke,VA,24018,ROANOKE,434-944-3857,,37.2355,-79.986,BUPREN
"LauraBelleMaupin, ",Partners Family Medicine & Recovery Center,4453 US 90,Pace,FL,32571,WARREN,850-905-0110,,38.9233,-78.193,BUPREN
"LauraJudithSimpson,NP",25 Northridge Lane,NA,Lexington,VA,24450,ROCKBRIDGE,540-464-8700,,37.8037,-79.405,BUPREN
"LaurieHawksJones,NP",6999 Carrollton Pike,Suite 1,Galax,VA,24333,CARROLL,276-238-9700,,36.7007,-80.8509,BUPREN
"LeonardJamesZimmer,NP",5213 Hickory Park Drive,NA,Glen Allen,VA,23059,HENRICO,804-270-7262,,37.6769,-77.5886,BUPREN
"LeslieWilliamRose,III",7605 Forest Avenue,Suite 100,Richmond,VA,23229,HENRICO,804-288-8339,,37.6041,-77.5414,BUPREN
LewisGale,1902 Braeburn Drive,NA,Salem,VA,24153,Salem,540-772-2801,http://www.lewisgale.com,37.2640592,-80.0279926,MH
"LillianJuanitaMorris, ",160 Peregory Lane,NA,Charlottesville,VA,22902,ALBEMARLE,434-981-4550,,38.0061,-78.4946,BUPREN
"LindsayRevaeCaine-Conley,PA",3300 Rivermont Ave,NA,Lynchburg,VA,24503,LYNCHBURG CITY,434-200-4645,,38.032,-78.4703,BUPREN
"Lindsey Plato-Johnson,NP",4049 Main street,NA,Chincoteague,VA,23336,ACCOMACK,757-336-3682,,37.9339,-75.378,BUPREN
"LisaAnnWiener,NP",4379 Ridgewood Center Drive,Suite 102,Woodbridge,VA,22192,PRINCE WILLIAM,703-680-7950,,38.6735,-77.3406,BUPREN
"LisaDarleneWashington-Mora,NP","1965 Emancipation Hwy, suite 100",NA,Fredericksburg,VA,22401,SPOTSYLVANIA,540-735-0560,,38.281,-77.5262,BUPREN
LittleCreekFamilyHealth,7447 Central Business Park Dr,NA,Norfolk,VA,23513,,757-393-6363,,36.911572,-76.24956901,HC
"LorenWaldenLee,NP",204 N Hamilton St,Suite B,Richmond,VA,23221,,804-353-1230,,37.5601,-77.4906,BUPREN
"LoriAnnRutherford,NP",1970  Roanoke Boulevard,NA,Salem,VA,24153,SALEM,540-982-2463,,37.2743,-80.0185,BUPREN
LoudounCommunityHealth,13800 Wall Rd STE 055,NA,Herndon,VA,20171,,703-443-2000,http://www.hwnova.org,38.91827573,-77.42297863,HC
LoudounCommunityHealth,1141 Elden St STE 300,NA,Herndon,VA,20170,,703-443-2000,http://hwnova.org,38.96478607,-77.39761633,HC
LoudounCommunityHealth,163 Fort Evans Rd NE,NA,Leesburg,VA,20176,,703-443-2000,http://hwnova.org/,39.10924679,-77.54090119,HC
LoudounCountyMentalHealthCenter,21641 Ridgetop Circle,Suite 210,Sterling,VA,20166,Loudoun,703-771-5100,http://www.loudoun.gov/index.aspx?NID=121,39.025427,-77.4080665,MH
LoudounCountyMentalHealthCenter,102 Heritage Way NE,Suite 302,Leesburg,VA,20176,Loudoun,703-771-5100,http://www.loudoun.gov/index.aspx?NID=121,39.1143262,-77.5405219,MH
LunenburgMedicalCenter,1508 K V Rd,NA,Victoria,VA,23974,,434-696-2165,http://www.sdhsinc.com,36.97014998,-78.19852202,HC
LUNENBURGMIDDLESCHOOL,583 Tomlinson Rd,NA,Victoria,VA,23974,,434-696-1644,http://www.sdhsinc.com,36.9878031,-78.20659932,HC
"MacArthurWainwrightPayne,PA",Central State Hospital,26317 W Washington Street,Petersburg,VA,23803,DINWIDDIE,804-524-7000,,37.2116,-77.4491,BUPREN
MainStreetPhysicians,157 N Main St STE A,NA,Suffolk,VA,23434,,757-925-1866,,36.72933765,-76.5827837,HC
"ManhalGeorgeSaleeby, ",1755 N Mecklenburg Ave,NA,South Hill,VA,23970,MECKLENBURG,434-584-2273,,36.7333,-78.1307,BUPREN
"Marcelli Pascal-Rodriguez,NP",505 South Independence Boulevard,Suite 207,Virginia Beach,VA,23452,VIRGINIA BEACH CITY,757-232-4834,,36.8248,-76.1301,BUPREN
"MargotVeronicaWilson,NP",1000 Commercial Lane,NA,Suffolk,VA,23434,SUFFOLK CITY,757-470-9454,,36.7788,-76.5807,BUPREN
"MariaReginaCenzon,MD",3143 Magic Hollow Boulevard,Suite 200,Virginia Beach,VA,23453,VIRGINIA BEACH CITY,757-385-8222,,36.8047,-76.0792,BUPREN
"MaribelleMendoza-DomendenBlackmon,NP",200 Medical Parkway,Suite 315,Chesapeake,VA,23320,CHESAPEAKE CITY,757-285-7298,,36.7449,-76.2471,BUPREN
"Marilyn Wade-Foster,NP",1291 S Boston Road,NA,Danville,VA,24540,DANVILLE CITY,434-251-9210,,36.5788,-79.4011,BUPREN
MarionMAT,416 E Main St RM 2,NA,Marion,VA,24354,,276-783-8185,,36.83547685,-81.51401416,HC
"MarthaJaneKlinger, ",1307 Jamestown Rod,Suite 202,Williamsburg,VA,23185,WILLIAMSBURG CITY,757-229-7927,,37.2522,-76.7374,BUPREN
"Martin Charron,MD",11720 Main Street,Suite 108,Fredericksburg,VA,22408,SPOTSYLVANIA,540-735-9350,,38.2781,-77.4485,BUPREN
"MartinDavidKlinkhammer, ",Emergency Physicians of Tidewater,4092 Foxwood Drive,Virginia Beach,VA,23462,VIRGINIA BEACH CITY,757-635-9523,,36.8083,-76.1205,BUPREN
